user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
500,1,27,na,548.8,0,0,21,0,0,40,0,0,1,1,0,0,1,0,0,weekly,0,0,0,0,taurus,0,0,8.0,0.27,0
503,1,26,r,489.0,1,1,40,1,0,74,0,0,25,1,0,0,1,0,0,na,0,0,0,0,cancer,0,0,10.0,0.33,1
504,1,29,r,516.0,0,0,0,0,0,79,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,1,0,25.0,0.83,0
505,1,22,na,572.0,0,0,0,0,0,36,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,14.0,0.47,0
507,1,49,o,535.0,1,0,3,1,0,119,0,0,8,1,0,0,1,0,0,weekly,0,0,0,0,leo,0,0,39.0,1.3,1
508,0,27,na,556.0,0,0,118,0,0,135,0,0,3,1,1,1,0,1,0,na,0,0,0,0,gemini,0,0,44.0,1.47,0
511,1,25,o,512.0,7,0,2,7,0,97,0,0,24,1,1,1,1,0,2,weekly,0,0,0,0,aquarius,1,0,23.0,0.77,0
513,0,28,na,485.0,0,0,0,0,0,63,0,0,3,1,0,0,0,1,0,weekly,0,0,0,0,na,1,0,29.0,0.97,1
520,0,37,na,583.0,0,0,80,0,0,133,0,0,16,1,0,0,1,0,0,bi-weekly,0,0,0,0,leo,0,0,32.0,1.0699999999999998,0
521,0,30,o,572.0,0,0,16,0,0,44,0,0,2,1,1,1,1,0,0,semi-monthly,0,0,0,0,gemini,1,0,14.0,0.47,0
522,1,26,r,512.0,0,0,1,0,0,100,0,0,11,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,0,0,27.0,0.9,1
524,1,33,r,423.0,1,0,9,0,0,82,0,0,14,1,1,1,0,1,0,na,0,0,1,0,cancer,1,0,33.0,1.1,1
527,0,28,r,501.0,38,5,64,38,0,228,0,0,34,1,1,1,1,0,2,bi-weekly,0,0,0,0,gemini,0,0,49.0,1.63,1
528,0,42,r,476.0,10,4,38,10,0,131,0,0,31,1,1,1,1,0,0,monthly,0,0,0,0,leo,0,0,33.0,1.1,1
529,0,30,r,588.0,0,0,76,0,0,141,0,0,13,1,1,1,1,0,0,bi-weekly,0,1,0,0,leo,0,0,53.0,1.77,1
530,1,28,r,521.0,0,0,50,0,0,153,0,0,12,1,0,0,1,0,0,weekly,0,0,0,0,libra,0,0,34.0,1.13,1
531,1,29,r,499.0,5,6,18,5,0,39,0,0,8,1,1,1,1,0,0,na,0,0,0,0,aquarius,0,0,14.0,0.47,1
532,1,18,na,444.0,0,0,3,0,0,6,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,4.0,0.13,0
533,0,37,r,588.0,4,1,97,4,0,120,0,0,49,1,1,1,0,1,0,semi-monthly,0,0,0,0,aries,1,0,30.0,1.0,1
536,0,46,r,545.0,4,2,35,3,0,80,0,0,4,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,23.0,0.77,1
538,1,22,na,444.0,0,0,34,0,0,60,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,21.0,0.7,1
541,1,49,na,541.0,0,0,0,0,0,143,0,0,4,1,1,1,1,0,0,monthly,0,0,0,0,na,1,0,47.0,1.5699999999999998,0
542,0,27,r,554.0,1,0,68,1,0,129,0,0,6,1,0,0,0,1,0,na,0,0,0,0,gemini,0,0,32.0,1.0699999999999998,1
544,0,28,na,473.0,0,0,54,0,0,116,0,0,9,1,0,0,0,1,2,weekly,0,0,0,0,aquarius,0,0,30.0,1.0,1
547,1,40,na,478.0,0,0,0,0,0,180,1,0,25,1,1,1,1,0,0,monthly,0,0,0,0,aquarius,0,0,51.0,1.7,1
549,1,45,r,502.0,15,0,72,14,0,218,0,0,27,1,1,1,1,0,0,na,0,0,0,0,leo,1,0,58.0,1.93,0
553,0,37,na,450.0,0,0,55,0,0,132,0,0,20,1,1,1,0,1,0,na,0,0,0,0,pisces,0,0,42.0,1.4,0
561,0,38,r,670.0,0,0,0,0,1,245,2,0,48,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,68.0,2.27,0
562,0,24,r,457.0,0,0,0,0,0,228,1,1,51,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,72.0,2.4,0
567,0,47,na,513.0,1,1,20,1,0,30,0,0,0,1,1,1,0,1,0,monthly,0,0,0,0,aries,0,0,15.0,0.5,0
568,0,28,o,550.0,0,0,6,0,0,17,0,0,0,1,1,1,0,1,0,na,0,0,0,0,taurus,0,0,16.0,0.53,0
580,0,48,r,555.0,0,0,0,0,1,293,0,0,18,1,1,1,0,1,2,weekly,0,0,0,0,aries,0,0,67.0,2.23,0
584,0,30,na,568.0,4,0,83,4,0,213,0,0,19,1,0,0,0,1,0,semi-monthly,0,0,0,0,libra,0,0,65.0,2.17,0
587,0,26,r,486.0,44,1,108,43,0,180,0,0,21,1,1,1,1,0,5,bi-weekly,0,0,0,0,aries,0,0,53.0,1.77,1
589,1,26,na,526.0,0,0,0,0,0,120,0,0,6,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,1,0,31.0,1.03,0
590,0,45,na,560.6,0,0,27,0,0,44,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,19.0,0.63,1
591,0,30,na,556.6,10,2,30,10,0,171,0,0,10,1,0,0,0,1,2,bi-weekly,0,0,0,0,cancer,1,0,47.0,1.5699999999999998,1
593,1,26,na,494.0,0,0,0,0,0,28,0,0,4,1,1,1,0,1,3,bi-weekly,0,0,1,0,aquarius,0,0,13.0,0.43,0
594,0,37,na,417.0,1,0,35,1,0,86,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,cancer,0,0,25.0,0.83,0
595,0,56,na,546.0,0,0,16,0,0,66,0,0,7,1,1,1,1,0,3,semi-monthly,0,0,0,0,aquarius,0,0,26.0,0.87,0
597,1,45,r,580.0,0,0,0,0,1,216,0,0,19,1,1,1,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,36.0,1.2,0
598,1,25,na,573.0,0,0,24,0,0,69,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,aquarius,0,0,19.0,0.63,0
600,0,35,na,546.0,0,0,0,0,0,209,0,0,8,1,1,1,0,1,2,na,0,0,0,0,gemini,0,0,24.0,0.8,0
604,0,28,r,567.0,5,0,80,5,0,205,0,0,23,1,1,1,0,1,0,na,0,0,0,0,aries,0,0,45.0,1.5,0
606,0,26,na,536.6,0,0,0,0,1,20,0,0,1,1,0,0,0,1,0,weekly,0,0,0,0,cancer,0,0,15.0,0.5,0
607,0,42,r,553.0,0,0,0,0,0,166,0,0,19,1,1,1,0,1,2,bi-weekly,0,0,0,0,na,1,1,51.0,1.7,0
612,1,31,na,579.0,6,0,15,6,0,93,0,0,8,1,1,1,1,0,2,bi-weekly,0,0,0,0,libra,0,0,23.0,0.77,0
613,0,34,r,604.0,46,0,58,45,0,153,0,0,26,1,1,1,0,1,0,weekly,0,0,0,0,pisces,1,0,49.0,1.63,0
615,1,54,r,596.0,0,0,0,0,2,238,8,0,41,1,1,1,1,0,0,weekly,0,0,1,0,pisces,0,0,69.0,2.3,0
616,0,37,na,569.2,0,0,0,0,1,275,0,0,8,1,0,0,0,1,0,monthly,0,0,0,0,aries,0,0,75.0,2.5,0
619,0,21,na,523.6,1,0,8,1,0,5,0,0,1,1,0,0,0,1,0,semi-monthly,0,0,0,0,na,0,0,2.0,0.67,1
620,1,26,na,557.0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,0,1,3.8,0.0,0
624,0,49,o,586.0,0,0,0,0,0,120,0,0,14,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,0,0,44.0,1.47,0
628,1,24,na,576.6,0,0,0,0,0,19,0,0,3,1,0,0,0,1,2,bi-weekly,0,0,0,0,sagittarius,1,0,6.0,0.2,1
631,0,31,na,588.0,8,2,56,8,0,193,0,0,13,1,1,1,1,0,2,bi-weekly,0,0,0,0,virgo,0,0,24.0,0.8,1
632,1,36,r,513.0,0,0,0,0,0,273,0,1,28,1,1,1,0,1,0,weekly,0,0,0,0,gemini,0,0,76.0,2.53,1
635,1,23,r,622.0,0,0,0,0,1,183,0,1,6,1,1,1,1,0,0,weekly,0,0,0,0,pisces,0,0,68.0,2.27,0
638,0,29,o,567.0,1,0,66,1,0,145,0,0,7,1,0,0,0,1,0,na,0,0,0,0,taurus,0,0,48.0,1.6,0
644,0,75,o,561.0,5,0,45,5,0,243,0,0,42,1,1,1,1,0,0,monthly,0,0,0,0,taurus,0,0,65.0,2.17,1
646,0,21,r,567.0,2,0,34,2,0,229,0,0,11,1,0,0,1,0,0,bi-weekly,0,0,0,0,na,0,0,57.0,1.9,1
649,0,23,na,526.6,0,0,12,0,0,10,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,1,0,2.0,0.0699999999999999,1
652,1,21,na,591.0,1,0,4,1,0,5,0,0,0,1,0,0,0,1,0,na,0,0,0,0,libra,0,0,1.0,0.03,1
655,1,43,r,578.8,0,0,0,0,0,118,0,0,8,1,1,1,1,0,0,bi-weekly,0,0,0,0,cancer,0,0,32.0,1.0699999999999998,0
657,0,34,r,609.0,0,0,0,0,0,206,0,0,1,1,0,0,1,0,0,semi-monthly,0,0,0,0,gemini,0,0,60.0,2.0,0
659,0,24,na,555.0,0,0,80,0,0,181,0,0,13,1,1,1,1,0,2,weekly,0,0,0,0,leo,1,0,43.0,1.4300000000000002,0
662,1,36,r,525.8,11,0,26,11,0,85,0,0,7,1,1,1,1,0,0,bi-weekly,0,0,0,0,taurus,0,0,25.0,0.83,1
664,1,27,na,483.0,1,0,1,1,0,5,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,gemini,0,0,2.0,0.0699999999999999,1
665,0,18,r,595.0,1,0,64,1,0,129,0,0,6,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,28.0,0.93,1
666,0,29,r,489.0,1,1,88,1,0,253,0,0,23,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,51.0,1.7,1
672,1,32,r,526.0,3,2,9,3,0,15,0,0,1,1,1,1,1,0,0,na,0,0,0,0,gemini,0,0,11.0,0.37,0
674,1,28,o,588.0,0,0,0,0,0,169,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,0,0,57.0,1.9,0
677,1,28,r,550.6,0,0,13,0,0,7,0,0,0,1,1,1,1,0,0,na,0,0,0,0,virgo,0,0,13.0,0.43,0
678,0,24,r,649.0,1,0,59,1,0,166,0,0,1,1,1,1,0,1,0,semi-monthly,0,0,0,0,na,1,0,49.0,1.63,0
679,0,29,na,504.0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,na,0,0,0,0,na,0,0,3.0,0.0,0
680,0,30,na,619.0,0,0,89,0,0,217,0,0,9,1,1,1,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,53.0,1.77,1
688,1,25,r,488.0,0,0,0,0,0,12,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,17.0,0.5700000000000001,0
692,1,56,o,654.0,15,0,36,15,0,35,0,0,3,1,1,1,0,1,2,bi-weekly,0,0,0,0,scorpio,0,0,8.0,2.0,1
699,1,35,r,596.0,0,0,0,0,0,54,0,0,2,1,0,0,1,0,0,weekly,0,0,0,0,pisces,1,0,15.0,0.5,0
706,0,30,na,508.0,0,0,20,0,0,43,0,0,1,1,1,1,0,1,0,na,0,0,0,0,taurus,0,0,11.0,0.39,0
710,0,46,na,567.0,0,0,0,0,0,229,0,0,7,1,0,0,0,1,0,na,0,0,0,0,libra,0,0,68.0,2.27,0
711,1,25,na,527.0,0,0,0,0,0,43,0,0,9,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,21.0,0.7,0
712,0,32,na,556.0,1,0,90,1,0,115,0,0,7,1,0,0,1,0,0,weekly,0,0,0,0,pisces,1,0,56.0,1.87,0
714,0,52,na,520.0,0,0,0,0,0,139,0,0,12,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,0,1,67.0,2.23,0
717,0,38,r,461.0,16,2,78,16,0,145,0,0,22,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,47.0,1.5699999999999998,0
719,0,23,r,447.0,1,0,27,1,0,54,0,0,5,1,0,0,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,11.0,0.37,1
721,1,23,r,531.0,0,0,0,0,0,160,0,0,2,1,1,1,0,1,0,weekly,0,0,0,0,aries,0,0,55.0,1.83,0
722,0,43,na,506.6,10,6,17,10,0,60,0,0,8,1,1,1,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,14.0,0.8199999999999998,1
725,0,40,r,614.0,3,0,148,3,0,269,0,0,17,1,0,0,1,0,0,weekly,0,0,0,0,na,0,0,64.0,2.13,0
726,1,43,na,536.0,0,0,7,0,0,33,0,0,3,1,0,0,1,0,0,bi-weekly,0,0,0,0,libra,0,0,5.0,0.1699999999999999,0
729,0,31,r,582.0,0,0,0,0,1,287,2,0,25,1,1,1,1,0,0,weekly,0,0,0,0,pisces,0,0,67.0,2.23,0
731,0,43,na,585.0,0,0,0,0,0,181,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,60.0,2.0,0
732,0,38,o,514.0,18,0,60,18,0,126,0,0,25,1,1,1,0,1,0,bi-weekly,0,0,0,0,taurus,1,0,23.0,0.77,0
735,1,37,na,547.6,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,na,1,0,2.8,0.0,0
741,1,34,r,535.6,2,0,56,2,0,127,0,0,15,1,1,1,1,0,0,weekly,0,0,0,0,taurus,0,0,27.0,0.9,1
743,0,21,r,470.0,18,1,74,18,0,180,0,0,10,1,1,1,1,0,2,semi-monthly,0,0,0,0,leo,0,0,53.0,1.77,1
746,1,28,r,586.6,0,0,29,0,0,27,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,1,0,16.0,2.0,1
749,0,30,r,554.0,0,0,44,0,0,160,0,0,7,1,1,1,0,1,2,bi-weekly,0,0,0,0,leo,0,0,6.0,0.2,0
753,1,34,o,615.0,0,0,46,0,0,105,0,0,10,1,1,1,0,1,0,weekly,0,0,0,0,aries,0,0,10.0,0.33,1
762,0,23,r,486.0,1,0,61,1,0,149,0,0,5,1,0,0,0,1,0,weekly,0,0,0,0,pisces,1,0,30.0,1.0,0
766,1,24,na,509.0,0,0,55,0,0,134,0,0,10,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,1,0,28.0,0.93,0
767,0,27,r,524.0,0,0,0,0,0,164,0,0,12,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,62.0,2.07,0
768,1,40,r,553.0,0,0,10,0,0,269,0,0,11,1,1,1,0,1,0,semi-monthly,0,0,0,0,sagittarius,0,0,67.0,2.23,0
770,1,24,r,469.0,0,0,2,0,0,176,0,0,19,1,1,1,1,1,3,weekly,0,0,0,0,taurus,0,0,37.0,1.23,0
772,0,30,na,523.8,0,0,2,0,0,16,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,leo,0,0,2.0,0.15,0
776,0,30,r,587.4,0,0,97,0,0,180,0,0,2,1,1,1,1,1,4,bi-weekly,0,0,0,0,na,0,0,36.0,1.2,1
777,0,27,r,528.0,1,0,143,1,0,251,0,0,22,1,1,1,0,1,2,bi-weekly,0,0,0,0,scorpio,0,0,65.0,2.17,1
779,1,29,r,549.0,0,0,43,0,0,151,0,0,19,1,1,1,0,1,2,bi-weekly,0,0,0,1,aquarius,0,0,37.0,1.23,1
780,0,27,na,531.0,4,1,43,4,0,167,0,0,18,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,47.0,1.5699999999999998,1
784,0,23,r,562.0,2,1,35,2,0,106,0,0,4,1,0,0,0,1,0,semi-monthly,0,0,0,0,sagittarius,0,0,20.0,0.67,0
786,0,62,na,485.0,10,1,17,10,0,75,0,0,7,1,1,1,0,1,0,semi-monthly,0,0,0,0,cancer,0,0,17.0,0.85,1
797,1,22,r,517.0,8,1,14,8,0,47,0,0,21,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,1,0,9.0,0.3,0
800,0,27,na,505.2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,libra,0,0,1.0,0.03,0
801,0,24,r,428.0,18,3,110,17,0,216,0,0,51,1,1,1,0,1,2,bi-weekly,0,0,0,0,cancer,0,0,58.0,1.93,1
802,1,32,na,587.0,0,0,0,0,0,126,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,1,0,scorpio,0,0,52.0,1.73,0
805,1,24,na,537.0,0,0,8,0,0,8,0,0,1,1,0,0,0,1,0,semi-monthly,0,0,0,0,sagittarius,1,0,6.0,0.2,0
806,1,29,na,529.0,0,0,47,0,0,156,0,0,10,1,0,0,0,1,0,weekly,0,0,0,0,gemini,0,0,17.0,0.5700000000000001,0
807,0,24,r,487.0,0,0,58,0,0,190,0,0,3,1,0,0,0,1,2,na,0,0,0,0,na,0,0,46.0,1.53,0
810,0,37,r,576.0,0,0,148,0,0,290,0,0,6,1,0,0,1,0,2,weekly,0,0,0,0,aquarius,1,0,66.0,2.2,0
813,0,53,o,543.0,23,5,56,22,0,144,0,0,9,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,38.0,1.27,0
814,0,23,r,525.0,0,0,0,0,0,64,0,0,2,1,0,0,0,1,0,na,0,0,0,0,scorpio,0,0,26.0,0.87,0
815,0,31,r,493.0,41,0,105,41,0,300,0,0,23,1,1,1,0,1,2,bi-weekly,0,0,0,0,gemini,1,0,69.0,2.3,1
818,0,61,na,569.0,0,0,16,0,0,114,0,0,7,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,46.0,1.53,0
821,0,39,o,505.0,1,0,115,1,0,249,0,0,8,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,53.0,1.77,1
823,1,26,r,520.0,3,0,14,3,0,26,0,0,3,1,1,1,1,0,0,monthly,0,0,0,0,leo,1,0,8.0,0.27,1
825,1,24,r,557.0,0,0,0,0,0,128,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,32.0,1.0699999999999998,0
826,0,46,na,545.2,0,0,0,0,0,208,0,0,11,1,1,1,1,0,2,bi-weekly,0,0,0,0,sagittarius,0,0,71.0,2.37,0
827,1,30,r,568.0,0,0,0,0,0,220,0,0,12,1,1,1,0,1,0,weekly,0,0,0,0,libra,0,0,64.0,2.13,0
829,1,23,na,612.0,0,0,18,0,0,147,0,0,7,1,0,0,1,0,2,bi-weekly,0,0,0,0,virgo,0,0,39.0,1.3,0
831,0,24,na,663.0,0,0,28,0,0,33,0,0,10,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,0,0,12.0,0.4,0
833,0,30,r,615.0,6,0,122,6,0,116,0,0,8,1,0,0,0,1,0,monthly,0,0,0,0,libra,0,0,27.0,1.0,1
839,1,47,na,483.0,0,0,0,0,0,233,0,0,12,1,1,1,1,0,0,na,0,0,0,1,pisces,0,0,66.0,2.2,0
840,1,50,na,582.0,0,0,0,0,0,103,0,0,11,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,46.0,1.53,0
842,0,19,na,563.2,1,1,15,1,0,45,0,0,3,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,9.0,0.9,0
843,1,24,r,467.0,3,0,35,3,0,57,0,0,5,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,1,0,5.0,0.1699999999999999,1
844,1,25,r,408.0,0,0,0,0,0,85,0,0,1,1,0,0,0,1,0,semi-monthly,0,0,0,0,pisces,0,0,35.0,1.17,0
845,1,34,na,561.4,6,4,226,6,0,156,0,0,76,1,1,1,0,1,0,na,0,0,0,0,gemini,0,0,43.0,1.4300000000000002,1
848,1,30,o,525.0,1,0,136,1,0,284,0,0,8,1,1,1,1,0,2,bi-weekly,0,0,0,0,leo,0,0,47.0,1.5699999999999998,0
858,0,36,r,610.0,0,0,41,0,0,194,0,0,4,1,1,1,1,0,0,monthly,0,0,0,0,libra,0,0,55.0,1.83,0
864,1,26,r,528.0,17,0,33,17,0,100,0,0,12,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,1,0,15.0,0.5,1
869,1,32,r,537.0,3,0,11,3,0,38,0,0,2,1,1,1,1,0,2,bi-weekly,0,0,0,0,sagittarius,0,0,4.0,0.13,1
875,0,31,r,581.0,0,0,0,0,0,56,0,0,14,1,1,1,1,0,2,semi-monthly,0,0,0,0,pisces,0,0,24.0,0.8,1
876,1,42,r,551.0,0,0,0,0,0,245,0,0,5,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,66.0,2.2,0
880,0,40,r,453.0,0,0,0,0,0,155,0,0,5,1,0,0,1,0,2,bi-weekly,0,0,0,0,na,0,0,52.0,1.73,0
881,1,25,r,558.0,0,0,0,0,0,15,0,0,0,1,1,1,0,1,0,weekly,0,0,0,0,pisces,0,0,9.0,0.3,0
884,0,33,r,548.0,2,2,176,2,0,296,0,0,15,1,0,0,1,0,0,semi-monthly,0,0,0,0,aries,0,0,59.0,1.97,1
885,1,25,r,562.0,0,0,0,0,2,75,0,1,8,1,0,0,0,1,0,semi-monthly,0,0,0,0,cancer,0,0,24.0,0.8,1
890,0,24,na,637.0,0,0,39,0,0,94,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,36.0,1.2,0
899,0,46,na,570.0,0,0,0,0,0,75,0,0,11,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,26.0,0.87,0
900,0,28,o,551.0,1,0,204,1,0,177,0,0,34,1,1,1,0,1,2,na,0,0,0,0,aquarius,0,0,37.0,1.23,1
903,0,29,na,576.0,0,0,0,0,0,140,0,0,1,1,1,1,0,1,0,weekly,0,0,0,0,taurus,0,0,45.0,1.5,0
904,1,49,r,566.0,0,0,15,0,0,244,0,0,6,1,0,0,1,0,0,weekly,0,0,0,0,pisces,0,0,72.0,2.4,0
906,1,21,na,517.0,0,0,32,0,0,84,0,0,16,1,0,0,0,1,2,na,0,0,0,0,taurus,0,0,21.0,0.7,1
912,0,29,o,590.0,6,0,138,6,0,200,0,0,28,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,1,0,47.0,1.5699999999999998,0
913,0,25,r,610.0,8,0,15,8,0,148,0,0,6,1,0,0,0,1,0,weekly,0,0,0,0,taurus,0,0,55.0,1.83,0
914,0,29,r,523.0,2,0,270,2,0,307,0,0,29,1,1,1,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,59.0,1.97,0
919,0,24,r,525.0,0,0,80,0,0,180,0,0,1,1,1,1,0,1,0,monthly,0,0,0,0,leo,0,0,55.0,1.83,0
924,0,32,na,539.0,0,0,53,0,0,126,0,0,0,1,1,1,0,1,2,bi-weekly,0,0,0,0,aquarius,0,0,31.0,1.03,0
926,1,29,r,584.0,0,0,0,0,0,176,0,0,4,1,0,0,1,0,0,bi-weekly,0,0,0,0,scorpio,0,0,64.0,2.13,0
930,0,26,na,439.0,34,6,43,34,0,165,0,0,22,1,0,0,0,1,0,na,0,0,0,0,sagittarius,0,0,36.0,1.2,0
942,0,23,r,519.0,2,1,17,2,0,40,0,0,14,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,8.0,0.62,0
945,0,43,na,427.0,1,0,76,1,0,183,0,0,23,1,1,1,0,1,0,semi-monthly,0,0,0,0,taurus,0,0,42.0,1.4,0
946,0,23,na,564.4,3,0,0,3,0,122,0,0,19,1,0,0,0,1,0,bi-weekly,0,0,0,0,capricorn,0,0,35.0,1.17,0
948,0,49,r,514.0,0,0,44,0,0,148,0,0,21,1,1,1,1,0,0,bi-weekly,0,1,0,0,cancer,0,0,29.0,0.97,0
950,0,38,o,600.0,0,0,55,0,0,143,0,0,5,1,1,1,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,64.0,2.13,0
953,1,24,r,753.0,8,1,21,8,0,113,0,0,12,1,1,1,0,1,2,weekly,0,0,0,0,sagittarius,0,0,41.0,1.37,0
959,0,31,r,558.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,bi-weekly,0,0,0,0,scorpio,0,0,1.6,0.0,0
961,0,23,r,520.0,7,1,89,7,0,155,0,0,16,1,0,0,0,1,0,weekly,0,0,0,0,taurus,0,0,48.0,1.6,0
962,0,43,na,525.0,0,0,183,0,0,254,0,0,22,1,0,0,1,0,3,weekly,0,0,0,0,leo,0,1,59.0,1.97,0
965,1,21,r,560.8,17,0,61,17,0,120,0,0,3,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,0,0,26.0,0.87,0
967,0,40,r,527.0,12,0,28,12,0,70,0,0,15,1,0,0,1,0,0,weekly,0,0,0,0,taurus,0,0,13.0,0.87,1
976,0,28,r,573.0,6,5,70,6,0,197,0,0,15,1,1,1,1,0,2,na,0,0,0,0,aries,1,0,48.0,1.6,1
978,1,21,na,528.2,0,0,0,0,0,30,0,0,4,1,0,0,1,0,0,weekly,0,0,0,0,leo,0,0,29.0,0.97,0
979,1,27,r,554.0,0,0,0,0,1,46,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,0,0,25.0,0.83,1
983,1,28,na,711.0,0,0,6,0,0,15,0,0,0,1,1,1,0,1,0,weekly,0,0,0,0,sagittarius,0,0,4.0,0.13,0
986,0,26,r,574.0,1,0,39,1,0,70,0,0,6,1,1,1,0,1,0,semi-monthly,0,0,0,0,na,0,0,17.0,0.5700000000000001,0
989,0,26,o,575.0,0,0,0,0,0,57,0,0,5,1,1,1,1,0,0,na,0,0,0,0,aquarius,0,0,29.0,0.97,0
990,0,26,r,466.0,0,0,35,0,0,125,0,0,4,1,0,0,1,0,0,bi-weekly,0,0,0,0,na,0,0,41.0,1.37,0
997,0,37,na,504.0,0,0,16,0,0,33,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,1,0,8.0,0.27,0
1002,1,20,na,472.0,0,0,0,0,0,18,0,0,0,1,0,0,0,1,0,monthly,0,0,0,0,taurus,0,0,21.0,0.7,1
1005,1,21,na,549.0,0,0,15,0,0,30,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,15.0,0.5,0
1006,1,49,r,405.0,0,0,123,0,0,215,0,0,8,1,1,1,1,0,0,monthly,0,0,0,0,aquarius,0,0,35.0,1.17,1
1007,0,20,r,551.6,4,1,77,4,0,136,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,47.0,1.5699999999999998,0
1008,1,22,r,547.0,0,0,0,0,0,177,1,0,21,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,0,0,39.0,1.3,1
1009,0,31,o,535.0,0,0,23,0,0,25,0,0,2,1,1,1,1,0,0,monthly,0,0,0,0,scorpio,0,0,10.0,0.33,1
1010,1,33,o,603.0,0,0,29,0,0,228,0,0,17,1,1,1,1,0,0,bi-weekly,0,0,1,0,leo,0,0,61.0,2.03,0
1011,0,46,r,494.0,7,2,57,7,0,168,0,0,24,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,1,0,33.0,1.1,0
1018,0,46,r,641.0,53,0,89,52,0,286,0,0,25,1,1,1,0,1,0,semi-monthly,0,0,0,0,sagittarius,0,0,58.0,1.93,0
